meteorite_id,location_key,time_key,classification_key,mass_g,severity_score,mass_category,fall_found_flag,location_quality
24303,16915,119,131,66.2,1.0,small,found,valid
24304,16916,119,186,299.7,2.0,medium,found,valid
24305,16917,119,141,13.9,1.0,small,found,valid
24306,16918,119,147,217.7,2.0,medium,found,valid
24307,16919,119,131,82.9,1.0,small,found,valid
24308,16920,119,175,197.6,2.0,medium,found,valid
24309,16921,119,131,150.3,2.0,medium,found,valid
24310,16922,119,147,37.3,1.0,small,found,valid
24311,16923,119,131,86.5,1.0,small,found,valid
24312,16924,119,131,440.9,2.0,medium,found,valid
24313,16925,119,105,1180.5,3.0,large,found,valid
24314,16926,119,108,71.1,1.0,small,found,valid
24315,16927,119,147,149.2,2.0,medium,found,valid
24316,16928,119,105,163.2,2.0,medium,found,valid
24317,16929,119,132,107.0,2.0,medium,found,valid
24318,16930,119,105,150.1,2.0,medium,found,valid
24319,16931,10,135,3637.0,3.0,large,found,valid
24320,16932,44,392,8732.0,3.0,large,found,valid
24326,16933,157,186,760000.0,5.0,massive,found,valid
24328,16934,16,238,74830.0,4.0,massive,found,valid
24329,16935,80,186,37800.0,4.0,massive,found,valid
50910,16936,107,135,350.0,2.0,medium,found,valid
24330,16937,217,171,48200.0,4.0,massive,found,valid
24332,16938,171,204,3867.0,3.0,large,found,valid
24333,16939,47,135,45500.0,4.0,massive,found,valid
24335,16940,28,23,71000.0,4.0,massive,found,valid
24336,16941,55,257,22700.0,4.0,massive,found,valid
24338,16942,143,310,281.7,2.0,medium,found,valid
24339,16943,59,23,3884.0,3.0,large,found,valid
24341,16944,10,171,68860.0,4.0,massive,found,valid
24343,16945,51,135,40000.0,4.0,massive,found,valid
24344,16946,58,131,3479.0,3.0,large,found,valid
54608,16947,82,192,3000000.0,5.0,massive,found,valid
24347,16948,187,131,69000.0,4.0,massive,found,valid
24348,148,7,256,1124.0,3.0,large,found,missing
51008,16949,29,108,65.19,1.0,small,found,valid
51009,16950,29,131,46.32,1.0,small,found,valid
48974,16951,29,224,21.048,1.0,small,found,valid
24354,16952,80,277,850.0,2.0,medium,found,valid
35161,148,170,241,9.68,1.0,tiny,found,missing
35162,148,170,241,5.34,1.0,tiny,found,missing
35163,148,170,241,24.48,1.0,small,found,missing
24355,16953,170,400,13713.0,4.0,massive,found,valid
24356,16953,170,400,1283.0,3.0,large,found,valid
24357,16953,170,400,22.0,1.0,small,found,valid
43637,38,170,226,10667.0,4.0,massive,found,valid
24358,16954,28,223,715.0,2.0,medium,found,valid
24359,16953,28,226,138.0,2.0,medium,found,valid
24360,16953,28,328,150.0,2.0,medium,found,valid
24361,16953,28,137,62.0,1.0,small,found,valid
24362,16953,28,131,38.0,1.0,small,found,valid
24363,16953,28,131,41.0,1.0,small,found,valid
24364,16953,28,152,25.0,1.0,small,found,valid
24365,16953,28,137,10.0,1.0,tiny,found,valid
24366,16953,28,131,10.0,1.0,tiny,found,valid
24367,16955,121,140,650.0,2.0,medium,found,valid
24368,16953,121,135,11.0,1.0,small,found,valid
24369,16953,121,135,3.5,1.0,tiny,found,valid
24370,16953,121,105,500.0,2.0,medium,found,valid
24371,16953,121,105,900.0,2.0,medium,found,valid
24372,16953,121,137,4.8,1.0,tiny,found,valid
24373,16953,121,141,18.1,1.0,small,found,valid
24374,16953,121,208,480.0,2.0,medium,found,valid
24375,16953,121,142,9.0,1.0,tiny,found,valid
24376,16953,121,135,7.0,1.0,tiny,found,valid
24377,16953,121,137,20.3,1.0,small,found,valid
24378,16953,121,131,39.8,1.0,small,found,valid
24379,16956,11,131,246.1,2.0,medium,found,valid
24380,16957,11,175,69.7,1.0,small,found,valid
24381,16953,11,105,15.5,1.0,small,found,valid
24382,16953,11,131,8.1,1.0,tiny,found,valid
24383,16953,11,226,3.7,1.0,tiny,found,valid
24384,16953,11,137,35.8,1.0,small,found,valid
24385,16953,11,105,162.3,2.0,medium,found,valid
24386,16953,11,134,14.3,1.0,small,found,valid
24387,16953,11,23,9.0,1.0,tiny,found,valid
24388,16953,11,226,298.5,2.0,medium,found,valid
24389,16958,11,226,206.0,2.0,medium,found,valid
24390,16959,11,131,75.4,1.0,small,found,valid
24391,16960,11,226,2059.5,3.0,large,found,valid
24392,16961,11,137,2367.9,3.0,large,found,valid
24393,16962,11,105,88.0,1.0,small,found,valid
24394,16953,11,137,11.5,1.0,small,found,valid
24395,16953,11,137,3.23,1.0,tiny,found,valid
36739,148,130,194,37.336,1.0,small,found,missing
24396,16953,11,141,5.25,1.0,tiny,found,valid
24397,16953,11,135,6.02,1.0,tiny,found,valid
24398,16953,11,23,0.56,1.0,tiny,found,valid
24399,16963,11,131,39.3,1.0,small,found,valid
24400,16964,11,108,34.7,1.0,small,found,valid
24401,16953,11,105,6.3,1.0,tiny,found,valid
24402,16965,11,231,50.0,1.0,small,found,valid
24403,16953,11,394,14.0,1.0,small,found,valid
24404,16953,11,137,5.24,1.0,tiny,found,valid
24405,16953,11,105,35.7,1.0,small,found,valid
24406,16953,11,105,90.2,1.0,small,found,valid
24407,16953,11,135,4.3,1.0,tiny,found,valid
24408,16953,11,105,7.82,1.0,tiny,found,valid
24409,16953,11,226,6.1,1.0,tiny,found,valid
24410,16953,11,135,14.1,1.0,small,found,valid
24411,16953,11,178,2.9,1.0,tiny,found,valid
24412,16953,11,135,27.6,1.0,small,found,valid
24413,16966,11,105,115.7,2.0,medium,found,valid
24414,16967,11,105,201.4,2.0,medium,found,valid
24415,16953,11,226,591.9,2.0,medium,found,valid
24416,16968,11,131,208.9,2.0,medium,found,valid
24417,16969,11,105,47.6,1.0,small,found,valid
24418,16953,11,105,35.17,1.0,small,found,valid
24419,16953,11,131,1.79,1.0,tiny,found,valid
24420,16953,11,135,3.85,1.0,tiny,found,valid
24421,16953,11,135,5.19,1.0,tiny,found,valid
24422,16970,11,185,51.8,1.0,small,found,valid
24423,16953,11,105,39.82,1.0,small,found,valid
24424,16953,11,105,2.22,1.0,tiny,found,valid
24425,16953,11,147,2.1,1.0,tiny,found,valid
24426,16971,11,141,67.1,1.0,small,found,valid
24427,16953,11,135,13.12,1.0,small,found,valid
24428,16953,11,135,18.88,1.0,small,found,valid
24429,16953,11,135,20.93,1.0,small,found,valid
24430,16953,11,135,58.18,1.0,small,found,valid
24431,16953,11,135,88.48,1.0,small,found,valid
24432,16971,11,135,134.9,2.0,medium,found,valid
24433,16953,11,135,13.04,1.0,small,found,valid
24434,16953,11,135,19.14,1.0,small,found,valid
24435,16953,11,135,16.32,1.0,small,found,valid
24436,16953,11,135,19.72,1.0,small,found,valid
24437,16953,11,135,16.37,1.0,small,found,valid
24438,16953,11,135,17.1,1.0,small,found,valid
24439,16953,11,135,9.3,1.0,tiny,found,valid
24440,16953,11,135,10.46,1.0,small,found,valid
24441,16953,11,224,35.41,1.0,small,found,valid
24442,16953,11,131,2.0,1.0,tiny,found,valid
24443,16972,11,105,12.1,1.0,small,found,valid
24444,16953,11,105,12.4,1.0,small,found,valid
24445,16953,11,137,4.0,1.0,tiny,found,valid
24446,16953,11,131,5.41,1.0,tiny,found,valid
24447,16953,11,137,18.57,1.0,small,found,valid
24448,16973,11,131,58.7,1.0,small,found,valid
24449,16953,11,135,17.55,1.0,small,found,valid
24450,16953,11,131,29.0,1.0,small,found,valid
24451,16974,11,131,29.9,1.0,small,found,valid
24452,16975,11,131,54.2,1.0,small,found,valid
24453,16953,11,137,5.05,1.0,tiny,found,valid
24454,16953,11,105,20.36,1.0,small,found,valid
24455,16976,11,105,5575.1,3.0,large,found,valid
24456,16953,11,135,15.88,1.0,small,found,valid
24457,16953,11,131,620.8,2.0,medium,found,valid
24458,16977,11,105,536.9,2.0,medium,found,valid
24459,16978,11,135,102.5,2.0,medium,found,valid
24460,16979,11,135,179.8,2.0,medium,found,valid
24461,16953,11,135,3.31,1.0,tiny,found,valid
24462,16953,11,105,2.26,1.0,tiny,found,valid
24463,16953,11,135,30.5,1.0,small,found,valid
24464,16953,11,131,0.97,1.0,tiny,found,valid
24465,16953,11,105,0.78,1.0,tiny,found,valid
24466,16953,11,135,14.28,1.0,small,found,valid
24467,16953,11,135,43.36,1.0,small,found,valid
24468,16953,11,105,1.01,1.0,tiny,found,valid
24469,16953,11,105,2.3,1.0,tiny,found,valid
24470,16953,11,137,3.23,1.0,tiny,found,valid
24471,16953,11,105,6.59,1.0,tiny,found,valid
24472,16980,11,137,867.2,2.0,medium,found,valid
24473,16953,11,23,65.92,1.0,small,found,valid
24474,16953,11,226,16.19,1.0,small,found,valid
24475,16981,11,226,2193.9,3.0,large,found,valid
24476,16953,11,131,9.1,1.0,tiny,found,valid
24477,16953,11,131,27.36,1.0,small,found,valid
24478,16953,11,105,15.45,1.0,small,found,valid
24479,16953,11,131,9.1,1.0,tiny,found,valid
24480,16953,11,131,2.99,1.0,tiny,found,valid
24481,16953,11,137,21.59,1.0,small,found,valid
24482,16953,11,137,21.8,1.0,small,found,valid
24483,16953,11,137,25.66,1.0,small,found,valid
24484,16982,11,137,146.6,2.0,medium,found,valid
24485,16983,11,131,114.0,2.0,medium,found,valid
24486,16984,11,131,139.3,2.0,medium,found,valid
24487,16953,11,226,43.67,1.0,small,found,valid
24488,16985,11,131,90.1,1.0,small,found,valid
24489,16953,11,131,58.0,1.0,small,found,valid
24490,16953,11,131,45.52,1.0,small,found,valid
24491,16953,11,131,28.21,1.0,small,found,valid
24492,16953,11,147,42.28,1.0,small,found,valid
24493,16986,11,131,1045.1,3.0,large,found,valid
24494,16987,11,23,68.9,1.0,small,found,valid
24495,16953,11,105,80.2,1.0,small,found,valid
24496,16988,11,105,845.1,2.0,medium,found,valid
24497,16953,11,105,4.36,1.0,tiny,found,valid
24498,16989,11,105,90.5,1.0,small,found,valid
24499,16953,11,137,8.53,1.0,tiny,found,valid
24500,16953,11,135,54.89,1.0,small,found,valid
24501,16990,11,173,69.9,1.0,small,found,valid
24502,16991,11,135,62.4,1.0,small,found,valid
24503,16953,11,226,107.0,2.0,medium,found,valid
24504,16953,11,226,14.52,1.0,small,found,valid
24505,16953,11,105,19.2,1.0,small,found,valid
24506,16953,11,105,40.98,1.0,small,found,valid
24507,16953,11,105,6.57,1.0,tiny,found,valid
24508,16992,11,173,17.9,1.0,small,found,valid
24509,16953,11,131,18.06,1.0,small,found,valid
24510,16953,11,131,2.37,1.0,tiny,found,valid
24511,16953,11,135,3.36,1.0,tiny,found,valid
24512,16953,11,135,3.08,1.0,tiny,found,valid
24513,16953,11,177,7.76,1.0,tiny,found,valid
24514,16953,11,226,725.0,2.0,medium,found,valid
24515,16953,11,137,26.32,1.0,small,found,valid
24516,16953,11,169,22.9,1.0,small,found,valid
24517,16953,11,169,5.1,1.0,tiny,found,valid
24518,16953,11,169,4.29,1.0,tiny,found,valid
24519,16953,11,169,9.57,1.0,tiny,found,valid
24520,16993,11,132,29.5,1.0,small,found,valid
24521,16953,11,137,4.89,1.0,tiny,found,valid
24522,16994,11,105,141.4,2.0,medium,found,valid
24523,16953,11,137,0.6,1.0,tiny,found,valid
24524,16953,11,135,8.55,1.0,tiny,found,valid
24525,16953,11,135,5.93,1.0,tiny,found,valid
24526,16953,11,131,1.02,1.0,tiny,found,valid
24527,16953,11,137,0.7,1.0,tiny,found,valid
24528,16953,11,226,33.56,1.0,small,found,valid
24529,16953,11,226,49.42,1.0,small,found,valid
24530,16953,11,135,3.92,1.0,tiny,found,valid
24531,16953,11,147,6.17,1.0,tiny,found,valid
24532,16995,11,173,2.84,1.0,tiny,found,valid
24533,16996,11,135,3073.4,3.0,large,found,valid
24534,16953,11,135,714.7,2.0,medium,found,valid
24535,16953,11,105,44.31,1.0,small,found,valid
24536,16997,11,105,91.5,1.0,small,found,valid
24537,16998,11,239,98.2,1.0,small,found,valid
24538,16999,11,275,31.4,1.0,small,found,valid
24539,16953,11,105,42.09,1.0,small,found,valid
24540,16953,11,226,3.86,1.0,tiny,found,valid
24541,17000,11,131,134.2,2.0,medium,found,valid
24542,17001,11,105,248.8,2.0,medium,found,valid
24543,17002,11,147,203.4,2.0,medium,found,valid
24544,16953,11,169,1.4,1.0,tiny,found,valid
24545,17003,11,169,2.1,1.0,tiny,found,valid
24546,16953,11,557,1.59,1.0,tiny,found,valid
24547,16953,11,169,0.78,1.0,tiny,found,valid
24548,16953,11,169,0.88,1.0,tiny,found,valid
24549,16953,11,191,4.65,1.0,tiny,found,valid
24550,16953,11,147,47.0,1.0,small,found,valid
24551,16953,11,105,17.1,1.0,small,found,valid
24552,16953,11,105,20.9,1.0,small,found,valid
24553,17004,11,105,23.1,1.0,small,found,valid
24554,16953,11,105,4.7,1.0,tiny,found,valid
24555,16953,11,105,4.09,1.0,tiny,found,valid
24556,16953,11,105,7.2,1.0,tiny,found,valid
24557,16953,11,105,7.43,1.0,tiny,found,valid
24558,16953,11,105,3.73,1.0,tiny,found,valid
24559,16953,11,105,1.67,1.0,tiny,found,valid
24560,16953,11,105,10.7,1.0,small,found,valid
24561,16953,11,105,3.0,1.0,tiny,found,valid
24562,16953,11,105,2.52,1.0,tiny,found,valid
24563,16953,11,105,0.39,1.0,tiny,found,valid
24564,16953,11,135,5.17,1.0,tiny,found,valid
24565,17005,11,131,6.5,1.0,tiny,found,valid
24566,16953,11,131,6.82,1.0,tiny,found,valid
24567,16953,11,137,1.54,1.0,tiny,found,valid
24568,17006,11,105,3235.7,3.0,large,found,valid
24569,17007,11,231,1091.6,3.0,large,found,valid
24570,17008,11,131,420.3,2.0,medium,found,valid
24571,17009,11,131,1818.5,3.0,large,found,valid
24572,16953,11,131,4.78,1.0,tiny,found,valid
24573,16953,11,131,3.55,1.0,tiny,found,valid
24574,16953,11,131,2.79,1.0,tiny,found,valid
24575,16953,11,131,5.27,1.0,tiny,found,valid
24576,16953,11,137,5.7,1.0,tiny,found,valid
24577,16953,11,131,3.28,1.0,tiny,found,valid
24578,16953,11,131,5.07,1.0,tiny,found,valid
24579,16953,11,131,5.0,1.0,tiny,found,valid
24580,16953,11,163,8.1,1.0,tiny,found,valid
24581,16953,11,131,11.2,1.0,small,found,valid
24582,16953,11,131,5.0,1.0,tiny,found,valid
24583,16953,11,131,3.4,1.0,tiny,found,valid
24584,16953,11,131,6.44,1.0,tiny,found,valid
24585,16953,11,131,4.15,1.0,tiny,found,valid
24586,16953,11,131,7.74,1.0,tiny,found,valid
24587,16953,11,131,4.98,1.0,tiny,found,valid
24588,16953,11,131,7.93,1.0,tiny,found,valid
24589,16953,11,131,4.53,1.0,tiny,found,valid
24590,16953,11,131,2.16,1.0,tiny,found,valid
24591,16953,11,131,6.3,1.0,tiny,found,valid
24592,16953,11,131,6.78,1.0,tiny,found,valid
24593,16953,11,131,2.75,1.0,tiny,found,valid
24594,16953,11,131,3.49,1.0,tiny,found,valid
24595,16953,11,131,8.06,1.0,tiny,found,valid
24596,16953,11,131,6.54,1.0,tiny,found,valid
24597,16953,11,131,9.11,1.0,tiny,found,valid
24598,16953,11,131,5.8,1.0,tiny,found,valid
24599,16953,11,131,8.45,1.0,tiny,found,valid
24600,16953,11,131,8.16,1.0,tiny,found,valid
24601,16953,11,131,6.14,1.0,tiny,found,valid
24602,16953,11,131,5.16,1.0,tiny,found,valid
24603,16953,11,131,2.5,1.0,tiny,found,valid
24604,16953,11,131,4.84,1.0,tiny,found,valid
24605,16953,11,131,8.96,1.0,tiny,found,valid
24606,16953,11,131,11.63,1.0,small,found,valid
24607,16953,11,131,9.05,1.0,tiny,found,valid
24608,16953,11,131,4.44,1.0,tiny,found,valid
24609,16953,11,131,3.66,1.0,tiny,found,valid
24610,16953,11,105,1.89,1.0,tiny,found,valid
24611,16953,11,131,0.23,1.0,tiny,found,valid
24612,16953,11,131,25.9,1.0,small,found,valid
24613,16953,11,131,14.69,1.0,small,found,valid
24614,16953,11,131,12.6,1.0,small,found,valid
24615,16953,11,131,8.16,1.0,tiny,found,valid
24616,16953,11,131,6.9,1.0,tiny,found,valid
24617,16953,11,131,7.55,1.0,tiny,found,valid
24618,16953,11,131,4.18,1.0,tiny,found,valid
24619,16953,11,131,3.69,1.0,tiny,found,valid
24620,16953,11,131,1.72,1.0,tiny,found,valid
24621,16953,11,131,1.14,1.0,tiny,found,valid
24622,16953,11,131,9.8,1.0,tiny,found,valid
24623,16953,11,131,7.12,1.0,tiny,found,valid
24624,16953,11,131,11.4,1.0,small,found,valid
24625,16953,11,131,5.66,1.0,tiny,found,valid
24626,16953,11,131,7.82,1.0,tiny,found,valid
24627,16953,11,131,7.1,1.0,tiny,found,valid
24628,16953,11,131,7.2,1.0,tiny,found,valid
24629,16953,11,131,5.73,1.0,tiny,found,valid
24630,16953,11,131,5.14,1.0,tiny,found,valid
24631,16953,11,131,1.14,1.0,tiny,found,valid
24632,16953,11,131,7.97,1.0,tiny,found,valid
24633,16953,11,131,5.06,1.0,tiny,found,valid
24634,16953,11,131,4.96,1.0,tiny,found,valid
24635,16953,11,131,4.45,1.0,tiny,found,valid
24636,16953,11,131,2.61,1.0,tiny,found,valid
24637,16953,11,131,2.24,1.0,tiny,found,valid
24638,16953,11,131,2.62,1.0,tiny,found,valid
24639,16953,11,131,1.07,1.0,tiny,found,valid
24640,16953,11,131,0.71,1.0,tiny,found,valid
24641,16953,11,131,0.83,1.0,tiny,found,valid
24642,16953,11,131,0.44,1.0,tiny,found,valid
24643,16953,11,131,11.4,1.0,small,found,valid
24644,16953,11,131,5.5,1.0,tiny,found,valid
24645,16953,11,131,3.47,1.0,tiny,found,valid
24646,16953,11,131,5.43,1.0,tiny,found,valid
24647,16953,11,131,5.09,1.0,tiny,found,valid
24648,16953,11,131,5.08,1.0,tiny,found,valid
24649,16953,11,131,4.4,1.0,tiny,found,valid
24650,16953,11,131,5.01,1.0,tiny,found,valid
24651,16953,11,131,2.82,1.0,tiny,found,valid
24652,16953,11,131,2.33,1.0,tiny,found,valid
24653,16953,11,131,8.82,1.0,tiny,found,valid
24654,16953,11,131,7.12,1.0,tiny,found,valid
24655,16953,11,131,6.31,1.0,tiny,found,valid
24656,16953,11,131,4.25,1.0,tiny,found,valid
24657,16953,11,131,5.03,1.0,tiny,found,valid
24658,16953,11,131,4.66,1.0,tiny,found,valid
24659,16953,11,131,5.39,1.0,tiny,found,valid
24660,16953,11,131,4.06,1.0,tiny,found,valid
24661,16953,11,131,3.6,1.0,tiny,found,valid
24662,16953,11,131,2.55,1.0,tiny,found,valid
24663,16953,11,131,8.26,1.0,tiny,found,valid
24664,16953,11,131,5.77,1.0,tiny,found,valid
24665,16953,11,131,7.57,1.0,tiny,found,valid
24666,16953,11,131,4.89,1.0,tiny,found,valid
24667,16953,11,131,4.04,1.0,tiny,found,valid
24668,16953,11,131,4.9,1.0,tiny,found,valid
24669,16953,11,131,4.83,1.0,tiny,found,valid
24670,16953,11,131,3.5,1.0,tiny,found,valid
24671,16953,11,131,2.39,1.0,tiny,found,valid
24672,16953,11,131,1.49,1.0,tiny,found,valid
24673,16953,11,131,11.16,1.0,small,found,valid
24674,16953,11,131,5.85,1.0,tiny,found,valid
24675,16953,11,131,3.85,1.0,tiny,found,valid
24676,16953,11,131,6.25,1.0,tiny,found,valid
24677,16953,11,131,3.12,1.0,tiny,found,valid
24678,16953,11,131,4.17,1.0,tiny,found,valid
24679,16953,11,131,3.98,1.0,tiny,found,valid
24680,16953,11,131,6.37,1.0,tiny,found,valid
24681,16953,11,131,1.45,1.0,tiny,found,valid
24682,16953,11,131,2.12,1.0,tiny,found,valid
24683,16953,11,131,5.56,1.0,tiny,found,valid
24684,16953,11,131,5.0,1.0,tiny,found,valid
24685,16953,11,131,3.87,1.0,tiny,found,valid
24686,16953,11,131,3.01,1.0,tiny,found,valid
24687,16953,11,131,3.06,1.0,tiny,found,valid
24688,16953,11,131,3.42,1.0,tiny,found,valid
24689,16953,11,131,1.34,1.0,tiny,found,valid
24690,16953,11,131,1.39,1.0,tiny,found,valid
24691,16953,11,131,0.79,1.0,tiny,found,valid
24692,16953,11,131,0.34,1.0,tiny,found,valid
24693,16953,11,131,5.54,1.0,tiny,found,valid
24694,16953,11,131,8.75,1.0,tiny,found,valid
24695,16953,11,131,6.23,1.0,tiny,found,valid
24696,16953,11,131,4.74,1.0,tiny,found,valid
24697,16953,11,131,6.4,1.0,tiny,found,valid
24698,16953,11,131,3.24,1.0,tiny,found,valid
24699,16953,11,131,2.69,1.0,tiny,found,valid
24700,16953,11,131,1.68,1.0,tiny,found,valid
24701,16953,11,131,0.67,1.0,tiny,found,valid
24702,16953,11,131,0.54,1.0,tiny,found,valid
24703,16953,11,131,8.57,1.0,tiny,found,valid
24704,16953,11,131,4.12,1.0,tiny,found,valid
24705,16953,11,131,2.89,1.0,tiny,found,valid
24706,16953,11,131,4.24,1.0,tiny,found,valid
24707,16953,11,131,2.81,1.0,tiny,found,valid
24708,16953,11,131,2.17,1.0,tiny,found,valid
24709,16953,11,131,2.22,1.0,tiny,found,valid
24710,16953,11,131,2.19,1.0,tiny,found,valid
24711,16953,11,131,0.98,1.0,tiny,found,valid
24712,16953,11,131,1.06,1.0,tiny,found,valid
24713,16953,11,131,4.17,1.0,tiny,found,valid
24714,16953,11,131,3.72,1.0,tiny,found,valid
24715,16953,11,131,3.12,1.0,tiny,found,valid
24716,16953,11,131,2.09,1.0,tiny,found,valid
24717,16953,11,131,1.85,1.0,tiny,found,valid
24718,16953,11,131,1.21,1.0,tiny,found,valid
24719,16953,11,131,0.86,1.0,tiny,found,valid
24720,16953,11,131,0.79,1.0,tiny,found,valid
24721,16953,11,131,42.38,1.0,small,found,valid
24722,16953,11,226,1.42,1.0,tiny,found,valid
24723,16953,11,137,8.41,1.0,tiny,found,valid
24724,16953,11,131,82.35,1.0,small,found,valid
24725,16953,11,226,7.85,1.0,tiny,found,valid
24726,17010,11,131,24.0,1.0,small,found,valid
24727,17010,11,131,5.0,1.0,tiny,found,valid
24728,17010,11,131,4.78,1.0,tiny,found,valid
24729,17010,11,131,3.4,1.0,tiny,found,valid
24730,17010,11,131,4.92,1.0,tiny,found,valid
24731,17010,11,131,1.55,1.0,tiny,found,valid
24732,17011,11,105,2721.1,3.0,large,found,valid
24733,17012,11,147,82.9,1.0,small,found,valid
24734,17013,11,187,10.0,1.0,tiny,found,valid
24735,17014,11,558,13.8,1.0,small,found,valid
24736,16953,11,105,2.94,1.0,tiny,found,valid
24737,16953,11,333,1.53,1.0,tiny,found,valid
24738,16953,11,333,3.29,1.0,tiny,found,valid
24739,16953,11,134,0.4,1.0,tiny,found,valid
24740,17015,11,105,4175.0,3.0,large,found,valid
24741,16953,11,135,1.01,1.0,tiny,found,valid
24742,17016,11,135,757.8,2.0,medium,found,valid
24743,16953,11,137,0.67,1.0,tiny,found,valid
24744,16953,11,105,0.25,1.0,tiny,found,valid
24745,17017,11,105,165.6,2.0,medium,found,valid
24746,16953,11,226,4.13,1.0,tiny,found,valid
24747,16953,11,131,4.17,1.0,tiny,found,valid
24748,17018,11,212,42.1,1.0,small,found,valid
24749,17019,11,135,5067.9,3.0,large,found,valid
24750,17020,11,105,84.6,1.0,small,found,valid
24751,16953,11,137,0.28,1.0,tiny,found,valid
24752,16953,11,135,205.2,2.0,medium,found,valid
24753,17021,11,135,92.7,1.0,small,found,valid
24754,17022,11,105,120.0,2.0,medium,found,valid
24755,16953,11,137,10.51,1.0,small,found,valid
36740,148,130,105,32.339,1.0,small,found,missing
24756,16953,11,23,18.44,1.0,small,found,valid
24757,17023,11,131,6.3,1.0,tiny,found,valid
24758,17024,11,131,2.96,1.0,tiny,found,valid
24759,17024,11,131,3.21,1.0,tiny,found,valid
24760,17024,11,131,2.6,1.0,tiny,found,valid
24761,17024,11,131,3.07,1.0,tiny,found,valid
24762,17024,11,131,3.0,1.0,tiny,found,valid
24763,17024,11,131,1.63,1.0,tiny,found,valid
24764,17024,11,131,2.05,1.0,tiny,found,valid
24765,17024,11,131,1.45,1.0,tiny,found,valid
24766,17024,11,131,0.9,1.0,tiny,found,valid
24767,17024,11,131,3.9,1.0,tiny,found,valid
24768,17024,11,131,2.45,1.0,tiny,found,valid
24769,17024,11,131,2.18,1.0,tiny,found,valid
24770,17024,11,131,2.1,1.0,tiny,found,valid
24771,17024,11,131,2.0,1.0,tiny,found,valid
24772,17024,11,131,1.01,1.0,tiny,found,valid
24773,17024,11,131,0.77,1.0,tiny,found,valid
24774,17024,11,131,0.64,1.0,tiny,found,valid
24775,17024,11,131,0.28,1.0,tiny,found,valid
24776,17024,11,131,0.19,1.0,tiny,found,valid
24777,17024,11,131,2.1,1.0,tiny,found,valid
24778,17024,11,131,1.98,1.0,tiny,found,valid
24779,17024,11,131,1.79,1.0,tiny,found,valid
24780,17024,11,131,1.96,1.0,tiny,found,valid
24781,17024,11,131,1.66,1.0,tiny,found,valid
24782,17024,11,131,1.16,1.0,tiny,found,valid
24783,17024,11,131,1.46,1.0,tiny,found,valid
24784,17024,11,131,0.96,1.0,tiny,found,valid
24785,17024,11,131,0.7,1.0,tiny,found,valid
24786,17024,11,131,0.15,1.0,tiny,found,valid
24787,17024,11,131,3.2,1.0,tiny,found,valid
24788,17024,11,131,1.69,1.0,tiny,found,valid
24789,17024,11,131,1.3,1.0,tiny,found,valid
24790,17024,11,131,1.19,1.0,tiny,found,valid
24791,17024,11,131,1.05,1.0,tiny,found,valid
24792,17024,11,131,0.56,1.0,tiny,found,valid
24793,17024,11,131,0.14,1.0,tiny,found,valid
24794,17024,11,131,0.13,1.0,tiny,found,valid
24795,17025,11,209,44.5,1.0,small,found,valid
24796,17026,11,137,567.2,2.0,medium,found,valid
24797,17024,11,137,0.5,1.0,tiny,found,valid
24798,17024,11,137,11.31,1.0,small,found,valid
24799,17024,11,137,13.62,1.0,small,found,valid
24800,17024,11,137,20.58,1.0,small,found,valid
24801,17024,11,137,28.95,1.0,small,found,valid
24802,17024,11,137,20.99,1.0,small,found,valid
36741,148,130,559,771.69,2.0,medium,found,missing
24803,17024,11,137,8.96,1.0,tiny,found,valid
24804,17024,11,137,29.8,1.0,small,found,valid
24805,17024,11,137,4.02,1.0,tiny,found,valid
24806,17024,11,137,2.1,1.0,tiny,found,valid
24807,17024,11,137,2.38,1.0,tiny,found,valid
24808,17024,11,137,2.42,1.0,tiny,found,valid
24809,17024,11,137,2.13,1.0,tiny,found,valid
24810,17024,11,137,1.5,1.0,tiny,found,valid
24811,17024,11,137,0.73,1.0,tiny,found,valid
24812,17024,11,137,1.14,1.0,tiny,found,valid
24813,17024,11,137,0.53,1.0,tiny,found,valid
24814,17024,11,137,0.58,1.0,tiny,found,valid
24815,16953,11,135,3.22,1.0,tiny,found,valid
24816,16953,11,131,42.24,1.0,small,found,valid
24817,16953,11,105,32.74,1.0,small,found,valid
24818,16953,11,135,1.61,1.0,tiny,found,valid
24819,17027,11,217,27.4,1.0,small,found,valid
24820,17028,11,175,173.3,2.0,medium,found,valid
24821,16953,11,131,6.03,1.0,tiny,found,valid
24822,16953,11,143,11.81,1.0,small,found,valid
24823,17029,11,105,2293.2,3.0,large,found,valid
24824,16953,11,105,7.43,1.0,tiny,found,valid
24825,16953,11,137,14.3,1.0,small,found,valid
24826,16953,11,226,17.7,1.0,small,found,valid
24827,16953,11,131,4.04,1.0,tiny,found,valid
24828,17030,11,239,235.6,2.0,medium,found,valid
24829,16953,11,105,0.8,1.0,tiny,found,valid
24830,17031,11,105,33.9,1.0,small,found,valid
24831,16953,11,135,14.56,1.0,small,found,valid
24832,17032,11,105,578.8,2.0,medium,found,valid
24833,17033,11,105,114.1,2.0,medium,found,valid
24834,16953,11,135,56.82,1.0,small,found,valid
24835,17034,11,23,120.8,2.0,medium,found,valid
24836,16953,11,131,37.35,1.0,small,found,valid
24837,17035,11,137,1719.7,3.0,large,found,valid
24838,17024,11,137,2.0,1.0,tiny,found,valid
